,AwardID,Group,Region,"Claim Type 1: Breach of Contract,Breach of Implied Contract",Claim Type 2: QuasiContractual Claims,Claim Type 3: Breach of Fiduciary Duty,Claim Type 4: Negligence,Claim Type 5: Failure to Supervise/Negligent Supervision,Claim Type 6: Fraud,Claim Type 7: Unjust Enrichment,Claim Type 8: Suitability or Unsuitability,Claim Type 9: Misrepresentation,Claim Type 10: Unauthorized Trading,Claim Type 11: Churning,Claim Type 12: Failure to Execute,Claim Type 13: Breach of Promissory Note,Claim Type 14: Conversion 1,Claim Type 15: Violation of Securities Laws/Regulations,Claim Type 16: Employment Related Claims,Claim Type 17: Other,Length of Case,Winner
323,17-00340,Group 3: One Attorney,Midwest,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,356.0,Claimant
324,16-03011,Group 1: Pro Se,South,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,474.0,Respondent
325,16-03521,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.0,Claimant
326,13-03587,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.0,Claimant
328,17-01756,Group 3: One Attorney,West,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,213.0,Claimant
329,17-01545,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,Claimant
331,15-01481,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,952.0,Respondent
332,17-00802,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.0,Claimant
333,16-00720,Group 3: One Attorney,West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.0,Claimant
334,16-01590,Group 3: One Attorney,Northeast,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,608.0,Respondent
336,16-03181,Group 2: One Non-Attorney,South,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,455.0,Respondent
339,17-00520,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Claimant
340,17-02328,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,Claimant
341,14-02731,Group 3: One Attorney,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1244.0,Respondent
343,17-00711,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,319.0,Claimant
344,16-02920,Group 2: One Non-Attorney,South,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,484.0,Claimant
348,16-01119,Group 2: One Non-Attorney,West,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,651.0,Respondent
349,16-00812,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.0,Respondent
351,17-02075,Group 1: Pro Se,Midwest,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,174.0,Claimant
352,16-02216,Group 3: One Attorney,Midwest,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,541.0,Claimant
355,17-01290,Group 3: One Attorney,West,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,252.0,Claimant
356,16-03114,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,459.0,Claimant
357,17-02271,Group 1: Pro Se,Midwest,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,153.0,Respondent
358,17-01427,Group 1: Pro Se,Midwest,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,237.0,Claimant
359,16-02038,Group 2: One Non-Attorney,West,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,561.0,Respondent
360,17-02639,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111.0,Claimant
361,17-01518,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.0,Respondent
362,16-02312,Group 3: One Attorney,West,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,538.0,Respondent
363,15-03204,Group 3: One Attorney,South,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,787.0,Claimant
364,16-01569,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,596.0,Respondent
365,17-00738,Group 3: One Attorney,Midwest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.0,Respondent
366,17-01044,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0,Claimant
368,16-03163,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Respondent
369,16-00451,Group 3: One Attorney,South,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,704.0,Claimant
370,16-03385,Group 3: One Attorney,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.0,Respondent
371,16-01293,Group 3: One Attorney,Northeast,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,623.0,Claimant
372,16-03179,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,444.0,Respondent
373,16-00654,Group 2: One Non-Attorney,Northeast,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.0,Claimant
375,16-01969,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.0,Claimant
379,16-01860,Group 3: One Attorney,Northeast,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,567.0,Claimant
381,16-03180,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Respondent
383,17-01395,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Respondent
386,16-02865,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0,Claimant
387,17-02336,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,Claimant
388,17-01799,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,184.0,Claimant
391,17-02114,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,Claimant
392,15-01399,Group 3: One Attorney,South,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,939.0,Claimant
394,16-03729,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.0,Respondent
396,16-03580,Group 3: One Attorney,South,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,396.0,Claimant
397,17-00229,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,344.0,Respondent
398,16-03238,Group 3: One Attorney,Midwest,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,428.0,Respondent
403,17-01522,Group 1: Pro Se,Northeast,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,Claimant
404,16-02037,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.0,Claimant
405,17-01272,Group 1: Pro Se,Northeast,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,231.0,Respondent
406,16-03487,Group 3: One Attorney,West,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,399.0,Respondent
407,16-02678,Group 3: One Attorney,West,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,481.0,Respondent
408,16-01180,Group 3: One Attorney,South,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,620.0,Respondent
410,16-01183,Group 3: One Attorney,West,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,616.0,Respondent
411,17-01348,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0,Claimant
412,16-02099,Group 3: One Attorney,Midwest,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,530.0,Claimant
413,16-02807,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,470.0,Claimant
414,16-00295,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.0,Claimant
415,16-02453,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.0,Claimant
416,17-01570,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,Claimant
417,17-00513,Group 3: One Attorney,South,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,308.0,Claimant
418,17-02057,Group 2: One Non-Attorney,Northeast,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,871.0,Respondent
419,16-00002,Group 2: One Non-Attorney,Northeast,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,737.0,Respondent
420,16-01765,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,555.0,Claimant
422,16-02183,Group 3: One Attorney,Northeast,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,518.0,Respondent
423,16-02991,Group 3: One Attorney,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,440.0,Respondent
424,16-01151,Group 2: One Non-Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,616.0,Respondent
426,17-01894,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,Claimant
428,17-01391,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,Claimant
429,15-01606,Group 3: One Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,909.0,Respondent
430,16-02518,Group 2: One Non-Attorney,South,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,484.0,Claimant
434,16-02084,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,540.0,Respondent
435,16-00755,Group 2: One Non-Attorney,Northeast,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,651.0,Respondent
436,17-01120,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,Claimant
438,15-02707,Group 3: One Attorney,West,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.0,Claimant
439,17-01791,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Claimant
440,17-00926,Group 3: One Attorney,Midwest,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,256.0,Claimant
441,16-03458,Group 2: One Non-Attorney,South,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,388.0,Respondent
444,16-02231,Group 3: One Attorney,West,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,513.0,Claimant
447,16-03204,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,420.0,Claimant
448,15-02701,Group 2: One Non-Attorney,Northeast,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.0,Claimant
449,17-02302,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.0,Claimant
450,14-01299,Group 1: Pro Se,Northeast,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1333.0,Respondent
452,15-02117,Group 4: Multiple Representatives,South,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,854.0,Claimant
453,16-03617,Group 3: One Attorney,Midwest,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,371.0,Claimant
454,15-02282,Group 3: One Attorney,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.0,Respondent
455,16-01842,Group 3: One Attorney,West,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,543.0,Claimant
457,16-00013,Group 4: Multiple Representatives,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.0,Respondent
458,17-00135,Group 3: One Attorney,West,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,340.0,Respondent
459,16-02844,Group 3: One Attorney,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,449.0,Respondent
460,13-02536,Group 3: One Attorney,Midwest,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1579.0,Respondent
462,16-00870,Group 3: One Attorney,Midwest,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,633.0,Respondent
463,16-03228,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,411.0,Claimant
464,15-02347,Group 2: One Non-Attorney,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.0,Respondent
466,16-03728,Group 3: One Attorney,Northeast,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360.0,Claimant
467,15-01104,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936.0,Claimant
468,16-02139,Group 3: One Attorney,West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,515.0,Claimant
470,17-00140,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,340.0,Claimant
474,16-03007,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.0,Claimant
475,14-01267,Group 2: One Non-Attorney,Midwest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1332.0,Claimant
476,17-01245,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0,Claimant
477,16-02878,Group 3: One Attorney,Northeast,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,441.0,Respondent
478,17-01683,Group 1: Pro Se,Northeast,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,174.0,Respondent
479,17-02129,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126.0,Claimant
480,17-00116,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,337.0,Claimant
481,15-00970,Group 3: One Attorney,Northeast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,960.0,Claimant
482,16-01110,Group 1: Pro Se,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,602.0,Claimant
484,15-00578,Group 1: Pro Se,West,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Respondent
485,15-01248,Group 2: One Non-Attorney,Midwest,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,934.0,Respondent
486,16-02585,Group 3: One Attorney,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,468.0,Respondent
487,17-00539,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,259.0,Claimant
488,17-01731,Group 1: Pro Se,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Claimant
489,16-01005,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,613.0,Respondent
490,16-02191,Group 3: One Attorney,Northeast,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,503.0,Respondent
491,17-01918,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,Claimant
492,17-00961,Group 3: One Attorney,Midwest,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,241.0,Respondent
493,17-01571,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174.0,Claimant
494,17-01539,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,Claimant
496,17-00873,Group 1: Pro Se,South,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,251.0,Claimant
500,16-02751,Group 3: One Attorney,South,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,438.0,Respondent
501,16-03509,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.0,Claimant
502,17-00881,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,Claimant
503,17-01312,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,203.0,Claimant
505,16-03376,Group 1: Pro Se,South,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,383.0,Respondent
508,16-03173,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.0,Claimant
509,16-02930,Group 3: One Attorney,South,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,427.0,Claimant
510,17-00890,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.0,Claimant
511,17-00763,Group 2: One Non-Attorney,South,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,255.0,Respondent
512,17-00622,Group 3: One Attorney,South,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,270.0,Respondent
513,17-00788,Group 1: Pro Se,South,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,254.0,Respondent
514,16-01420,Group 2: One Non-Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,567.0,Respondent
515,17-01869,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,Claimant
516,15-01204,Group 3: One Attorney,South,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,920.0,Claimant
518,17-01846,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0,Claimant
519,17-01865,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,Claimant
521,16-02792,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.0,Respondent
522,15-02006,Group 3: One Attorney,Midwest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,850.0,Claimant
523,17-00936,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.0,Claimant
525,16-02897,Group 2: One Non-Attorney,Northeast,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,427.0,Claimant
526,17-01758,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148.0,Claimant
527,16-02697,Group 3: One Attorney,Midwest,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,443.0,Claimant
528,17-00457,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.0,Claimant
529,16-03332,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,380.0,Respondent
530,17-02168,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107.0,Claimant
531,16-02036,Group 4: Multiple Representatives,South,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,503.0,Claimant
532,15-02290,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.0,Claimant
533,17-01795,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,Claimant
535,16-02243,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484.0,Claimant
536,15-02709,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,778.0,Claimant
537,16-01770,Group 2: One Non-Attorney,South,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,528.0,Respondent
538,17-01828,Group 3: One Attorney,Midwest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.0,Claimant
541,16-00969,Group 2: One Non-Attorney,Northeast,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,605.0,Respondent
542,17-01494,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,Claimant
544,16-01680,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.0,Respondent
545,16-03225,Group 3: One Attorney,South,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,384.0,Respondent
546,16-00502,Group 2: One Non-Attorney,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.0,Respondent
547,16-01538,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,540.0,Claimant
548,15-01027,Group 2: One Non-Attorney,Northeast,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,931.0,Claimant
549,16-02314,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474.0,Respondent
550,16-00402,Group 3: One Attorney,Midwest,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,659.0,Claimant
553,17-00373,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.0,Claimant
556,14-01998,Group 2: One Non-Attorney,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.0,Respondent
557,16-01635,Group 3: One Attorney,Midwest,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,531.0,Claimant
558,16-03488,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,355.0,Claimant
560,17-01270,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188.0,Claimant
561,15-02136,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,824.0,Claimant
562,16-02573,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.0,Claimant
563,16-01798,Group 3: One Attorney,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.0,Respondent
565,15-03189,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.0,Claimant
566,17-02195,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,Claimant
568,17-01458,Group 3: One Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,Claimant
569,17-00934,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,Claimant
574,17-00447,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.0,Claimant
576,15-03141,Group 3: One Attorney,Northeast,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,726.0,Respondent
577,17-01378,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,173.0,Claimant
578,17-01490,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,Claimant
582,16-03579,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.0,Claimant
583,15-03469,Group 2: One Non-Attorney,West,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,687.0,Claimant
584,17-01915,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,Claimant
585,17-00333,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.0,Claimant
586,16-01496,Group 2: One Non-Attorney,South,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,533.0,Claimant
587,16-03566,Group 3: One Attorney,South,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,337.0,Respondent
588,16-02815,Group 1: Pro Se,South,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,412.0,Claimant
590,17-01186,Group 3: One Attorney,Midwest,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,185.0,Claimant
591,16-02395,Group 3: One Attorney,South,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,450.0,Claimant
592,15-03021,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.0,Claimant
593,17-01514,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,153.0,Claimant
594,16-03689,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.0,Respondent
595,17-00614,Group 1: Pro Se,Midwest,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,245.0,Claimant
596,16-03545,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.0,Claimant
597,17-00068,Group 3: One Attorney,South,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306.0,Claimant
598,16-02217,Group 3: One Attorney,South,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,463.0,Respondent
599,17-00159,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,Respondent
600,16-00696,Group 3: One Attorney,Northeast,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,609.0,Respondent
601,17-01778,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,Claimant
605,16-03461,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.0,Claimant
608,16-03220,Group 2: One Non-Attorney,Northeast,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,364.0,Claimant
609,15-00585,Group 3: One Attorney,Northeast,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,966.0,Claimant
610,17-00121,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,Claimant
612,16-02519,Group 3: One Attorney,South,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,434.0,Claimant
613,17-00670,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.0,Claimant
614,16-01624,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.0,Claimant
617,17-00533,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,Respondent
618,17-01260,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,Claimant
620,15-01304,Group 3: One Attorney,Northeast,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,880.0,Respondent
621,16-03090,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.0,Respondent
